	BIEO	IOB2
Human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
infections	O	O
continue	O	O
one	O	O
common	O	O
sexually	O	O
transmitted	O	O
infections	O	O
worldwide	O	O
.	O	O
		
The	O	O
oncogenic	O	O
potential	O	O
virus	O	O
well	O	O
established	O	O
anogenital	O	O
malignancies	O	O
oropharyngeal	O	O
cancers	O	O
.	O	O
		
Even	O	O
though	O	O
fall	O	O
cervical	O	O
cancer	O	O
rates	O	O
reported	O	O
worldwide	O	O
,	O	O
subsequent	O	O
rise	O	O
HPV-associated	B-virus	B-virus
head	O	O
neck	O	O
cancers	O	O
among	O	O
men	O	O
women	O	O
reported	O	O
developed	O	O
countries	O	O
,	O	O
necessitating	O	O
vaccination	O	O
adolescent	O	O
boys	O	O
well	O	O
.	O	O
		
The	O	O
objective	O	O
narrative	O	O
review	O	O
provide	O	O
update	O	O
current	O	O
status	O	O
HPV	B-virus	B-virus
vaccination	O	O
worldwide	O	O
.	O	O
		
This	O	O
helpful	O	O
clinicians	O	O
counseling	O	O
parents	O	O
guardians	O	O
vaccine	O	O
mainly	O	O
targets	O	O
sexually	O	O
na茂ve	O	O
preadolescents	O	O
.	O	O
		
An	O	O
electronic	O	O
search	O	O
databases	O	O
carried	O	O
retrieve	O	O
information	O	O
concerning	O	O
HPV	B-virus	B-virus
vaccine	O	O
implementation	O	O
July	O	O
2006	O	O
2017	O	O
,	O	O
special	O	O
emphasis	O	O
current	O	O
viewpoints	O	O
,	O	O
controversies	O	O
ethical	O	O
issues	O	O
.	O	O
	O	O
Globally	O	O
,	O	O
74	O	O
countries	O	O
implemented	O	O
HPV	B-virus	B-virus
vaccine	O	O
national	O	O
immunization	O	O
schedule	O	O
,	O	O
vaccine	O	O
listed	O	O
essential	O	O
medicine	O	O
WHO	O	O
.	O	O
		
About	O	O
60	O	O
%	O	O
low-	O	O
lower-middle-income	O	O
countries	O	O
implemented	O	O
vaccine	O	O
financial	O	O
assistance	O	O
Gavi	O	O
WHO	O	O
.	O	O
		
The	O	O
HPV	B-virus	B-virus
vaccine	O	O
safe	O	O
vaccine	O	O
serious	O	O
adverse	O	O
effects	O	O
per	O	O
data	O	O
available	O	O
developed	O	O
nations	O	O
well	O	O
low/lower	O	O
middle/upper	O	O
middle-income	O	O
countries	O	O
.	O	O
		
However	O	O
,	O	O
long-term	O	O
follow-up	O	O
essential	O	O
substantiate	O	O
impact	O	O
vaccination	O	O
programs	O	O
cancer	O	O
prevention	O	O
.	O	O
