	BIEO	IOB2
We	O	O
searched	O	O
bibliographies	O	O
electronic	O	O
databases	O	O
Sichuan	O	O
University	O	O
,	O	O
including	O	O
Chinese	O	O
Biological	O	O
Medical	O	O
Database	O	O
(	O	O
CBM	O	O
)	O	O
,	O	O
China	O	O
Science	O	O
Technology	O	O
Journal	O	O
Database	O	O
(	O	O
VIP	O	O
)	O	O
,	O	O
Wanfang	O	O
Journal	O	O
Database	O	O
.	O	O
		
Then	O	O
,	O	O
data	O	O
selected	O	O
extracted	O	O
analyze	O	O
basic	O	O
characteristics	O	O
HPV-related	B-virus	B-virus
head	O	O
neck	O	O
cancers	O	O
,	O	O
general	O	O
prevalence	O	O
HPV	B-virus	B-virus
,	O	O
effects	O	O
various	O	O
clinic	O	O
pathological	O	O
indicators	O	O
HPV	B-virus	B-virus
patients	O	O
.	O	O
