token	BIEO	IOB2
We	O	O
identified	O	O
patients	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus-related	E-virus	I-virus
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
staging	O	O
neck	O	O
CTs	O	O
.	O	O
		
Demographic	O	O
clinical	O	O
variables	O	O
recorded	O	O
.	O	O
		
We	O	O
retrospectively	O	O
classified	O	O
metastatic	O	O
lymph	O	O
node	O	O
burden	O	O
CT	O	O
cystic	O	O
solid	O	O
assessed	O	O
radiologic	O	O
extracapsular	O	O
spread	O	O
.	O	O
		
Biopsy	O	O
,	O	O
subsequent	O	O
imaging	O	O
,	O	O
clinical	O	O
follow-up	O	O
reference	O	O
standard	O	O
treatment	O	O
failure	O	O
.	O	O
		
The	O	O
primary	O	O
end	O	O
point	O	O
disease-free	O	O
survival	O	O
.	O	O
		
Cox	O	O
proportional	O	O
hazard	O	O
regression	O	O
analyses	O	O
clinical	O	O
,	O	O
demographic	O	O
,	O	O
anatomic	O	O
variables	O	O
treatment	O	O
failure	O	O
performed	O	O
.	O	O
