token	BIEO	IOB2
Human	B-virus	B-virus
papillomaviruses	E-virus	I-virus
(	O	O
HPVs	B-virus	B-virus
)	O	O
cause	O	O
range	O	O
serious	O	O
diseases	O	O
,	O	O
including	O	O
vast	O	O
majority	O	O
cervical	O	O
cancers	O	O
,	O	O
anal	O	O
cancers	O	O
around	O	O
half	O	O
head	O	O
neck	O	O
cancers	O	O
.	O	O
		
They	O	O
also	O	O
responsible	O	O
troublesome	O	O
benign	O	O
epithelial	O	O
lesions	O	O
,	O	O
including	O	O
genital	O	O
warts	O	O
laryngeal	O	O
papillomas	O	O
,	O	O
individuals	O	O
HPVs	B-virus	O
lead	O	O
recurrent	O	O
respiratory	O	O
papillomatosis	O	O
difficult-to-manage	O	O
diseases	O	O
.	O	O
		
As	O	O
result	O	O
,	O	O
great	O	O
need	O	O
model	O	O
systems	O	O
accurately	O	O
mimic	O	O
papillomavirus	B-virus	B-virus
infections	O	O
humans	O	O
.	O	O
		
This	O	O
complicated	O	O
diverse	O	O
variety	O	O
HPVs	B-virus	B-virus
,	O	O
number	O	O
200	O	O
types	O	O
,	O	O
different	O	O
strategies	O	O
evolved	O	O
persist	O	O
population	O	O
.	O	O
		
The	O	O
well-developed	O	O
models	O	O
involve	O	O
culture	O	O
HPV-containing	B-virus	B-virus
keratinocytes	O	O
organotypic	O	O
raft	O	O
culture	O	O
,	O	O
approach	O	O
appears	O	O
accurately	O	O
mimic	O	O
life	O	O
cycle	O	O
several	O	O
high-risk	O	O
cancer-associated	O	O
HPV	B-virus	B-virus
types	O	O
.	O	O
		
Included	O	O
amongst	O	O
HPV16	B-virus	B-virus
18	O	O
,	O	O
cause	O	O
majority	O	O
cervical	O	O
cancers	O	O
.	O	O
		
The	O	O
low-risk	O	O
HPV	B-virus	B-virus
types	O	O
persist	O	O
less	O	O
well	O	O
tissue-culture	O	O
models	O	O
,	O	O
ability	O	O
study	O	O
productive	O	O
life	O	O
cycle	O	O
viruses	O	O
limited	O	O
.	O	O
		
Although	O	O
ongoing	O	O
research	O	O
likely	O	O
improve	O	O
situation	O	O
,	O	O
animal	O	O
models	O	O
papillomavirus	B-virus	B-virus
disease	O	O
provide	O	O
considerable	O	O
basic	O	O
information	O	O
lesions	O	O
form	O	O
,	O	O
regress	O	O
controlled	O	O
immune	O	O
system	O	O
.	O	O
		
The	O	O
best	O	O
studied	O	O
cottontail	O	O
rabbit	B-virus	B-virus
papillomavirus	E-virus	I-virus
,	O	O
rabbit	O	O
oral	B-virus	B-virus
papillomavirus	E-virus	I-virus
,	O	O
recently	O	O
,	O	O
mouse	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
MmuPV	B-virus	B-virus
)	O	O
,	O	O
last	O	O
providing	O	O
exciting	O	O
new	O	O
insights	O	O
viral	O	O
tropisms	O	O
immune	O	O
control	O	O
.	O	O
		
In	O	O
addition	O	O
,	O	O
transgenic	O	O
models	O	O
disease	O	O
helped	O	O
us	O	O
understand	O	O
consequences	O	O
persistent	O	O
viral	O	O
gene	O	O
expression	O	O
importance	O	O
co-factors	O	O
hormones	O	O
UV	O	O
irradiation	O	O
development	O	O
neoplasia	O	O
cancer	O	O
.	O	O
		
It	O	O
hoped	O	O
disease	O	O
models	O	O
eventually	O	O
lead	O	O
us	O	O
better	O	O
understanding	O	O
better	O	O
treatments	O	O
human	O	O
disease	O	O
.	O	O
