token	BIEO	IOB2
The	O	O
interesting	O	O
history	O	O
papillomavirus	B-virus	B-virus
(	O	O
PV	B-virus	B-virus
)	O	O
research	O	O
reviewed	O	O
.	O	O
		
The	O	O
history	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
head	O	O
neck	O	O
region	O	O
starts	O	O
1901	O	O
contagious	O	O
transmission	O	O
warty	O	O
lesions	O	O
mouth	O	O
via	O	O
oral	O	O
sex	O	O
described	O	O
,	O	O
although	O	O
confirmation	O	O
viral	O	O
etiology	O	O
wait	O	O
1907	O	O
.	O	O
		
Ullman	O	O
first	O	O
associate	O	O
human	B-virus	B-virus
wart	I-virus	I-virus
virus	E-virus	I-virus
laryngeal	O	O
warts	O	O
.	O	O
		
Parsons	O	O
Kidd	O	O
described	O	O
natural	O	O
history	O	O
oral	O	O
PV	B-virus	B-virus
infections	O	O
rabbits	O	O
already	O	O
1942	O	O
,	O	O
findings	O	O
corroborated	O	O
humans	O	O
recently	O	O
.	O	O
		
Koilocytotic	O	O
atypia	O	O
described	O	O
Koss	O	O
Durfee	O	O
1956	O	O
recognized	O	O
sign	O	O
HPV	B-virus	B-virus
infection	O	O
cervical	O	O
precancer	O	O
lesions	O	O
1976-1977	O	O
(	O	O
Meisels	O	O
Fortin	O	O
;	O	O
Purola	O	O
Savia	O	O
)	O	O
.	O	O
		
This	O	O
prompted	O	O
systematic	O	O
surveys	O	O
head	O	O
neck	O	O
lesions	O	O
detection	O	O
koilocytosis	O	O
since	O	O
late	O	O
1970s	O	O
,	O	O
authors	O	O
communication	O	O
first	O	O
propose	O	O
HPV	B-virus	B-virus
involvement	O	O
subgroup	O	O
head	O	O
neck	O	O
cancers	O	O
.	O	O
		
Brandsma	O	O
Abramson	O	O
demonstrated	O	O
HPV16	B-virus	B-virus
DNA	O	O
tonsillar	O	O
SCCs	O	O
1989	O	O
.	O	O
		
Since	O	O
early	O	O
2000s	O	O
,	O	O
HPV	B-virus	B-virus
research	O	O
head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinomas	O	O
(	O	O
HNSCC	O	O
)	O	O
made	O	O
impressive	O	O
progress	O	O
,	O	O
confirming	O	O
specific	O	O
anatomic	O	O
site	O	O
plays	O	O
key	O	O
role	O	O
determining	O	O
susceptibility	O	O
HPV	B-virus	B-virus
infection	O	O
.	O	O
		
The	O	O
likely	O	O
cancer	O	O
sites	O	O
associated	O	O
HPV	B-virus	B-virus
base	O	O
tongue	O	O
palatine	O	O
tonsils	O	O
,	O	O
followed	O	O
oral	O	O
cavity	O	O
,	O	O
larynx	O	O
,	O	O
sinonasal	O	O
mucosa	O	O
.	O	O
		
There	O	O
substantial	O	O
geographic	O	O
variation	O	O
HPV	B-virus	B-virus
association	O	O
HNSCC	O	O
.	O	O
		
Patients	O	O
HPV-associated	B-virus	B-virus
HNSCC	O	O
younger	O	O
,	O	O
survival	O	O
better	O	O
absence	O	O
HPV	B-virus	B-virus
.	O	O
