token	BIEO	IOB2
The	O	O
p53	O	O
pro-apoptotic	O	O
tumour	O	O
suppressor	O	O
mutated	O	O
functionally	O	O
altered	O	O
cancers	O	O
.	O	O
		
In	O	O
epithelial	O	O
tumours	O	O
induced	O	O
'high-risk	B-virus	B-virus
'	I-virus	I-virus
mucosal	I-virus	I-virus
human	I-virus	I-virus
papilloma	I-virus	I-virus
viruses	E-virus	I-virus
,	O	O
including	O	O
human	O	O
cervical	O	O
carcinoma	O	O
growing	O	O
number	O	O
head-and-neck	O	O
cancers	O	O
,	O	O
p53	O	O
degraded	O	O
viral	O	O
oncoprotein	O	O
E6	O	O
(	O	O
ref	O	O
.	O	O
		
2	O	O
)	O	O
.	O	O
		
In	O	O
process	O	O
,	O	O
E6	O	O
binds	O	O
short	O	O
leucine	O	O
(	O	O
L	O	O
)	O	O
#NAME?	O	O
LxxLL	O	O
consensus	O	O
sequence	O	O
within	O	O
cellular	O	O
ubiquitin	O	O
ligase	O	O
E6AP	O	O
.	O	O
		
Subsequently	O	O
,	O	O
E6/E6AP	O	O
heterodimer	O	O
recruits	O	O
degrades	O	O
p53	O	O
(	O	O
ref	O	O
.	O	O
		
4	O	O
)	O	O
.	O	O
		
Neither	O	O
E6	O	O
E6AP	O	O
separately	O	O
able	O	O
recruit	O	O
p53	O	O
(	O	O
refs	O	O
3	O	O
,	O	O
5	O	O
)	O	O
,	O	O
precise	O	O
mode	O	O
assembly	O	O
E6	O	O
,	O	O
E6AP	O	O
p53	O	O
unknown	O	O
.	O	O
		
Here	O	O
solve	O	O
crystal	O	O
structure	O	O
ternary	O	O
complex	O	O
comprising	O	O
full-length	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	I-virus	I-virus
type	I-virus	I-virus
16	E-virus	I-virus
(	O	O
HPV-16	B-virus	B-virus
)	O	O
E6	O	O
,	O	O
LxxLL	O	O
motif	O	O
E6AP	O	O
core	O	O
domain	O	O
p53	O	O
.	O	O
		
The	O	O
LxxLL	O	O
motif	O	O
E6AP	O	O
renders	O	O
conformation	O	O
E6	O	O
competent	O	O
interaction	O	O
p53	O	O
structuring	O	O
p53-binding	O	O
cleft	O	O
E6	O	O
.	O	O
		
Mutagenesis	O	O
critical	O	O
positions	O	O
E6-p53	O	O
interface	O	O
disrupts	O	O
p53	O	O
degradation	O	O
.	O	O
		
The	O	O
E6-binding	O	O
site	O	O
p53	O	O
distal	O	O
previously	O	O
described	O	O
DNA-	O	O
protein-binding	O	O
surfaces	O	O
core	O	O
domain	O	O
.	O	O
		
This	O	O
suggests	O	O
,	O	O
principle	O	O
,	O	O
E6	O	O
may	O	O
avoid	O	O
competition	O	O
cellular	O	O
factors	O	O
targeting	O	O
free	O	O
bound	O	O
p53	O	O
molecules	O	O
.	O	O
		
The	O	O
E6/E6AP/p53	O	O
complex	O	O
represents	O	O
prototype	O	O
viral	O	O
hijacking	O	O
ubiquitin-mediated	O	O
protein	O	O
degradation	O	O
pathway	O	O
p53	O	O
tumour	O	O
suppressor	O	O
pathway	O	O
.	O	O
		
The	O	O
present	O	O
structure	O	O
provides	O	O
framework	O	O
design	O	O
inhibitory	O	O
therapeutic	O	O
strategies	O	O
oncogenesis	O	O
mediated	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
.	O	O
