token	BIEO	IOB2
Squamous	O	O
cell	O	O
carcinoma	O	O
head	O	O
neck	O	O
,	O	O
particularly	O	O
basaloid	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
,	O	O
may	O	O
difficult	O	O
distinguish	O	O
high-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
.	O	O
		
Evidence	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
infection	O	O
,	O	O
particularly	O	O
HPV	B-virus	B-virus
16	O	O
,	O	O
frequently	O	O
found	O	O
non-keratinizing	O	O
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
.	O	O
		
Immunoreactivity	O	O
p16	O	O
,	O	O
surrogate	O	O
marker	O	O
HPV	B-virus	B-virus
infection	O	O
,	O	O
often	O	O
parallels	O	O
HPV	B-virus	B-virus
infection	O	O
status	O	O
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
.	O	O
		
However	O	O
,	O	O
incidence	O	O
correlation	O	O
p16	O	O
expression	O	O
HPV	B-virus	B-virus
infection	O	O
high-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
unknown	O	O
.	O	O
		
Sixteen	O	O
cases	O	O
high-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
,	O	O
three	O	O
cases	O	O
dedifferentiated	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
eight	O	O
cases	O	O
low-/intermediate-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
identified	O	O
inclusion	O	O
study	O	O
.	O	O
		
All	O	O
cases	O	O
tested	O	O
immunohistochemistry	O	O
p16	O	O
expression	O	O
situ	O	O
hybridization	O	O
high-	B-virus	B-virus
low-risk	I-virus	I-virus
HPV	E-virus	I-virus
.	O	O
		
Eight	O	O
cases	O	O
(	O	O
100	O	O
%	O	O
)	O	O
low-to-intermediate-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
focally	O	O
positive	O	O
p16	O	O
,	O	O
negative	O	O
HPV	B-virus	B-virus
.	O	O
		
In	O	O
,	O	O
14	O	O
16	O	O
cases	O	O
(	O	O
88	O	O
%	O	O
)	O	O
high-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
three	O	O
cases	O	O
(	O	O
100	O	O
%	O	O
)	O	O
dedifferentiated	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
positive	O	O
p16	O	O
;	O	O
strong	O	O
diffuse	O	O
staining	O	O
noted	O	O
three	O	O
cases	O	O
(	O	O
3	O	O
19	O	O
,	O	O
16	O	O
%	O	O
)	O	O
.	O	O
		
Two	O	O
cases	O	O
(	O	O
11	O	O
%	O	O
)	O	O
high-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
,	O	O
also	O	O
diffusely	O	O
positive	O	O
p16	O	O
,	O	O
showed	O	O
presence	O	O
high-risk	B-virus	B-virus
HPV	E-virus	I-virus
.	O	O
		
These	O	O
findings	O	O
suggest	O	O
presence	O	O
HPV	B-virus	B-virus
infection	O	O
high-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
infrequent	O	O
,	O	O
even	O	O
presence	O	O
p16	O	O
immunostaining	O	O
.	O	O
		
Nevertheless	O	O
,	O	O
HPV	B-virus	B-virus
positivity	O	O
used	O	O
exclude	O	O
possibility	O	O
high-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
differential	O	O
diagnosis	O	O
includes	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
.	O	O
		
Moreover	O	O
,	O	O
although	O	O
p16	O	O
overexpression	O	O
often	O	O
used	O	O
surrogate	O	O
marker	O	O
HPV	B-virus	B-virus
squamous	O	O
cell	O	O
carcinoma	O	O
,	O	O
used	O	O
manner	O	O
high-grade	O	O
adenoid	O	O
cystic	O	O
carcinoma	O	O
.	O	O
