token	BIEO	IOB2
One	O	O
six	O	O
cancers	O	O
worldwide	O	O
caused	O	O
infection	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
one	O	O
main	O	O
culprits	O	O
.	O	O
		
To	O	O
better	O	O
understand	O	O
dynamics	O	O
HPV	B-virus	B-virus
integration	O	O
effect	O	O
viral	O	O
host	O	O
methylomes	O	O
,	O	O
conducted	O	O
whole-genome	O	O
DNA	O	O
methylation	O	O
analysis	O	O
using	O	O
MeDIP-seq	O	O
HPV+	B-virus	B-virus
HPV-	B-virus	B-virus
head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
(	O	O
HNSCC	O	O
)	O	O
.	O	O
		
We	O	O
determined	O	O
viral	O	O
subtype	O	O
HPV-16	B-virus	B-virus
cases	O	O
show	O	O
HPV-16	B-virus	B-virus
integrates	O	O
host	O	O
genome	O	O
multiple	O	O
random	O	O
sites	O	O
process	O	O
predominantly	O	O
involves	O	O
transcriptional	O	O
repressor	O	O
gene	O	O
(	O	O
E2	O	O
)	O	O
viral	O	O
genome	O	O
.	O	O
		
Comparative	O	O
analysis	O	O
identified	O	O
453	O	O
(	O	O
FDR	O	O
≤	O	O
0.01	O	O
)	O	O
differentially	O	O
methylated	O	O
regions	O	O
(	O	O
DMRs	O	O
)	O	O
HPV+	B-virus	B-virus
host	O	O
methylome	O	O
.	O	O
		
Bioinformatics	O	O
characterization	O	O
DMRs	O	O
confirmed	O	O
previously	O	O
reported	O	O
cadherin	O	O
genes	O	O
affected	O	O
also	O	O
revealed	O	O
new	O	O
targets	O	O
HPV-mediated	B-virus	B-virus
methylation	O	O
changes	O	O
regions	O	O
covered	O	O
array-based	O	O
platforms	O	O
,	O	O
including	O	O
recently	O	O
identified	O	O
super-enhancers	O	O
.	O	O
