token	BIEO	IOB2
A	O	O
total	O	O
61	O	O
pathological	O	O
specimens	O	O
examined	O	O
:	O	O
39.5	O	O
%	O	O
(	O	O
15/38	O	O
)	O	O
pleomorphic	O	O
adenomas	O	O
,	O	O
33.3	O	O
%	O	O
(	O	O
3月9日	O	O
)	O	O
Warthin	O	O
's	O	O
tumours	O	O
,	O	O
33.3	O	O
%	O	O
(	O	O
one	O	O
3	O	O
)	O	O
mucoepidermoid	O	O
carcinomas	O	O
,	O	O
25	O	O
%	O	O
(	O	O
one	O	O
4	O	O
)	O	O
benign	O	O
lymphoepithelial	O	O
lesions	O	O
positive	O	O
high-risk	O	O
HPV	B-virus	B-virus
16/18	E-virus	I-virus
.	O	O
		
Only	O	O
two	O	O
Warthin	O	O
's	O	O
tumours	O	O
positive	O	O
EBV	B-virus	B-virus
.	O	O
