token	BIEO	IOB2
Background	O	O
:	O	O
Head	O	O
Neck	O	O
Squamous	O	O
Cell	O	O
Carcinomas	O	O
(	O	O
HNSCC	O	O
)	O	O
sixth	O	O
common	O	O
cancer	O	O
globally	O	O
.	O	O
		
In	O	O
India	O	O
,	O	O
average	O	O
25-30	O	O
%	O	O
cancer	O	O
cases	O	O
affect	O	O
head	O	O
neck	O	O
.	O	O
		
The	O	O
etiological	O	O
factors	O	O
associated	O	O
HNSCC	O	O
tobacco	O	O
,	O	O
alcohol	O	O
environmental	O	O
carcinogens	O	O
.	O	O
		
However	O	O
cases	O	O
,	O	O
obvious	O	O
risk	O	O
factors	O	O
involved	O	O
.	O	O
		
In	O	O
western	O	O
counties	O	O
,	O	O
many	O	O
reports	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
association	O	O
HNSCC	O	O
.	O	O
		
Hence	O	O
,	O	O
conducted	O	O
study	O	O
determine	O	O
role	O	O
HPV	B-virus	B-virus
infection	O	O
risk	O	O
factors	O	O
among	O	O
patients	O	O
HNSCC	O	O
.	O	O
		
Materials	O	O
Methods	O	O
:	O	O
A	O	O
prospective	O	O
,	O	O
cross-sectional	O	O
study	O	O
conducted	O	O
tertiary	O	O
referral	O	O
centre	O	O
January	O	O
2014	O	O
March	O	O
2016	O	O
.	O	O
		
88	O	O
patients	O	O
enrolled	O	O
study	O	O
.	O	O
		
Socio-	O	O
demographic	O	O
,	O	O
behavioural	O	O
data	O	O
,	O	O
site	O	O
subsite	O	O
involvement	O	O
,	O	O
histopathology	O	O
,	O	O
staging	O	O
treatment	O	O
documented	O	O
.	O	O
		
Polymerase	O	O
chain	O	O
reaction	O	O
(	O	O
PCR	O	O
)	O	O
performed	O	O
detect	O	O
presence	O	O
HPV	B-virus	B-virus
DNA	O	O
using	O	O
consensus	O	O
primers	O	O
MY	O	O
9月11日	O	O
GP5+/GP6+	O	O
samples	O	O
subjected	O	O
PCR	O	O
detecting	O	O
HPV	B-virus	B-virus
type	O	O
16	O	O
18	O	O
.	O	O
		
Results	O	O
:	O	O
The	O	O
study	O	O
included	O	O
88	O	O
participants	O	O
HNSCC	O	O
.	O	O
		
57	O	O
oral	O	O
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
,	O	O
11	O	O
laryngeal	O	O
malignancy	O	O
20	O	O
involving	O	O
hypopharynx	O	O
.	O	O
		
Among	O	O
participants	O	O
buccal	O	O
mucosa	O	O
(	O	O
n=22	O	O
)	O	O
common	O	O
subsite	O	O
involved	O	O
,	O	O
majority	O	O
(	O	O
50	O	O
%	O	O
)	O	O
moderately	O	O
differentiated	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
53.4	O	O
%	O	O
presented	O	O
stage	O	O
IV	O	O
.	O	O
		
2	O	O
(	O	O
2.6	O	O
%	O	O
)	O	O
cases	O	O
positive	O	O
HPV	B-virus	B-virus
consensus	O	O
positive	O	O
HPV	B-virus	B-virus
16	O	O
,	O	O
one	O	O
case	O	O
larynx	O	O
hypopharynx	O	O
.	O	O
		
There	O	O
statistical	O	O
significance	O	O
association	O	O
betel	O	O
nut	O	O
chewing	O	O
,	O	O
cigarette	O	O
smoking	O	O
alcohol	O	O
intake	O	O
risk	O	O
factors	O	O
carcinogenesis	O	O
HNSCC	O	O
.	O	O
		
Conclusion	O	O
:	O	O
In	O	O
setting	O	O
South	O	O
India	O	O
,	O	O
HPV	B-virus	B-virus
play	O	O
major	O	O
role	O	O
carcinogenesis	O	O
HNSCC	O	O
betel	O	O
nut	O	O
chewing	O	O
,	O	O
tobacco	O	O
exposure	O	O
alcohol	O	O
consumption	O	O
remain	O	O
major	O	O
risk	O	O
factors	O	O
HNSCC	O	O
.	O	O
