token	BIEO	IOB2
A	O	O
causal	O	O
relationship	O	O
HPV	B-virus	B-virus
pathogenesis	O	O
progression	O	O
inverted	O	O
papilloma	O	O
posited	O	O
since	O	O
1980s	O	O
.	O	O
		
Although	O	O
widely	O	O
varied	O	O
HPV	B-virus	B-virus
detection	O	O
rates	O	O
reported	O	O
,	O	O
recent	O	O
studies	O	O
noted	O	O
substantial	O	O
increase	O	O
recurrence	O	O
malignant	O	O
transformation	O	O
HPV-infected	B-virus	B-virus
inverted	O	O
papillomas	O	O
.	O	O
		
However	O	O
,	O	O
exact	O	O
cellular	O	O
mechanisms	O	O
infection	O	O
leads	O	O
subsequent	O	O
recurrence	O	O
development	O	O
carcinoma	O	O
yet	O	O
elucidated	O	O
.	O	O
