token	BIEO	IOB2
Oncogenic	O	O
HPV	B-virus	B-virus
infection	O	O
found	O	O
19.23	O	O
%	O	O
HNSCCs	O	O
,	O	O
genotype	O	O
16	O	O
predominating	O	O
.	O	O
		
HPV-related	B-virus	B-virus
HNSCC	O	O
tended	O	O
occur	O	O
younger	O	O
age	O	O
compared	O	O
non-HPV-related	B-virus	B-virus
HNSCC	O	O
.	O	O
		
The	O	O
commonest	O	O
site	O	O
HPV-associated	B-virus	B-virus
HNSSC	O	O
Ghana	O	O
larynx	O	O
,	O	O
rather	O	O
oropharynx	O	O
reported	O	O
studies	O	O
.	O	O
		
Host	O	O
factors	O	O
may	O	O
responsible	O	O
site	O	O
difference	O	O
work	O	O
required	O	O
elucidate	O	O
.	O	O
