token	BIEO	IOB2
Much	O	O
current	O	O
literature	O	O
regarding	O	O
molecular	O	O
pathophysiology	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
(	O	O
HNSCC	O	O
)	O	O
focused	O	O
virus	B-virus	B-virus
's	O	O
effect	O	O
cell	O	O
cycle	O	O
modulation	O	O
cell	O	O
proliferation	O	O
.	O	O
		
A	O	O
second	O	O
mechanism	O	O
pathogenicity	O	O
employed	O	O
HPV	B-virus	B-virus
,	O	O
dysregulation	O	O
cellular	O	O
DNA	O	O
repair	O	O
processes	O	O
,	O	O
sparsely	O	O
studied	O	O
.	O	O
		
The	O	O
purpose	O	O
review	O	O
describe	O	O
current	O	O
understanding	O	O
effect	O	O
HPV	B-virus	B-virus
DNA	O	O
repair	O	O
HNSCC	O	O
,	O	O
taking	O	O
cues	O	O
cervical	O	O
cancer	O	O
literature	O	O
.	O	O
		
HPV	B-virus	B-virus
affects	O	O
DNA-damage	O	O
response	O	O
pathways	O	O
interacting	O	O
many	O	O
proteins	O	O
,	O	O
including	O	O
ATM	O	O
,	O	O
ATR	O	O
,	O	O
MRN	O	O
,	O	O
款-H2AX	O	O
,	O	O
Chk1	O	O
,	O	O
Chk2	O	O
,	O	O
p53	O	O
,	O	O
BRCA1	O	O
,	O	O
BRCA2	O	O
,	O	O
RAD51	O	O
,	O	O
Rb-related	O	O
proteins	O	O
107	O	O
130	O	O
,	O	O
Tip60	O	O
,	O	O
p16INK4A	O	O
.	O	O
		
Further	O	O
elucidation	O	O
pathways	O	O
could	O	O
lead	O	O
development	O	O
targeted	O	O
therapies	O	O
improvement	O	O
current	O	O
treatment	O	O
protocols	O	O
.	O	O
