token	BIEO	IOB2
A	O	O
literature	O	O
search	O	O
carried	O	O
using	O	O
keywords	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
,	O	O
head	O	O
neck	O	O
cancer	O	O
,	O	O
smoking	O	O
,	O	O
tobacco	O	O
,	O	O
cervical	O	O
cancer	O	O
.	O	O
		
The	O	O
English-language	O	O
articles	O	O
,	O	O
references	O	O
,	O	O
relevant	O	O
studies	O	O
evaluating	O	O
association	O	O
smoking	O	O
,	O	O
HPV	B-virus	B-virus
,	O	O
risk	O	O
head	O	O
neck	O	O
cancer	O	O
collected	O	O
analyzed	O	O
.	O	O
