token	BIEO	IOB2
Initially	O	O
discovered	O	O
1947	O	O
,	O	O
Zika	B-virus	B-virus
virus	E-virus	I-virus
infection	O	O
received	O	O
little	O	O
notoriety	O	O
tropical	O	O
disease	O	O
2015	O	O
outbreak	O	O
microcephaly	O	O
cases	O	O
reported	O	O
Brazil	O	O
.	O	O
		
Zika	B-virus	B-virus
single-stranded	O	O
RNA	O	O
arbovirus	B-virus	B-virus
Flaviviridae	O	O
family	O	O
.	O	O
		
The	O	O
primary	O	O
source	O	O
infection	O	O
humans	O	O
stems	O	O
Aedes	O	O
aegypti	O	O
mosquito	O	O
bites	O	O
also	O	O
occur	O	O
sexual	O	O
,	O	O
blood	O	O
,	O	O
perinatal	O	O
transmission	O	O
.	O	O
		
With	O	O
expectations	O	O
3	O	O
4	O	O
million	O	O
people	O	O
across	O	O
Americas	O	O
infected	O	O
next	O	O
year	O	O
,	O	O
World	O	O
Health	O	O
Organization	O	O
declared	O	O
event	O	O
Public	O	O
Health	O	O
Emergency	O	O
International	O	O
Concern	O	O
.	O	O
