token	BIEO	IOB2
Forty-six	O	O
patients	O	O
included	O	O
study	O	O
among	O	O
attending	O	O
head	O	O
neck	O	O
surgical	O	O
services	O	O
cities	O	O
Bogotá	O	O
,	O	O
Manizales	O	O
Bucaramanga	O	O
.	O	O
		
In	O	O
histopathological	O	O
report	O	O
study	O	O
samples	O	O
characterized	O	O
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
.	O	O
		
DNA	O	O
extraction	O	O
subsequently	O	O
performed	O	O
HPV	B-virus	B-virus
genotyping	O	O
determine	O	O
physical	O	O
state	O	O
viral	O	O
genome	O	O
,	O	O
well	O	O
RNA	O	O
determine	O	O
viral	O	O
transcripts	O	O
using	O	O
real-time	O	O
PCR	O	O
.	O	O
