token	BIEO	IOB2
Considering	O	O
adenoid	O	O
specimens	O	O
,	O	O
HBoV	B-virus	B-virus
found	O	O
frequent	O	O
virus	B-virus	B-virus
rate	O	O
43.1	O	O
%	O	O
.	O	O
		
In	O	O
specimens	O	O
recurrent	O	O
tonsillitis	O	O
hypertrophic	O	O
tonsils	O	O
,	O	O
EBV	B-virus	B-virus
frequently	O	O
encountered	O	O
virus	B-virus	B-virus
(	O	O
53.8	O	O
%	O	O
,	O	O
32	O	O
%	O	O
,	O	O
respectively	O	O
)	O	O
.	O	O
		
In	O	O
children	O	O
hypertrophic	O	O
adenoids	O	O
,	O	O
HBoV	B-virus	B-virus
detected	O	O
positive	O	O
throughout	O	O
year	O	O
,	O	O
EBV	B-virus	B-virus
present	O	O
throughout	O	O
year	O	O
children	O	O
recurrent	O	O
tonsillitis	O	O
.	O	O
