token	BIEO	IOB2
There	O	O
great	O	O
deal	O	O
progress	O	O
development	O	O
oncolytic	B-virus	B-virus
viruses	E-virus	I-virus
.	O	O
		
However	O	O
,	O	O
major	O	O
problem	O	O
individual	O	O
cancers	O	O
vary	O	O
sensitivity	O	O
oncolytic	B-virus	B-virus
viruses	E-virus	I-virus
.	O	O
		
In	O	O
many	O	O
cases	O	O
due	O	O
differences	O	O
production	O	O
response	O	O
interferons	O	O
(	O	O
IFNs	O	O
)	O	O
.	O	O
		
The	O	O
experiments	O	O
described	O	O
compared	O	O
responses	O	O
head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
cell	O	O
lines	O	O
two	O	O
IFN	O	O
subtypes	O	O
,	O	O
IFN-伪2a	O	O
IFN-尾	O	O
,	O	O
protection	O	O
oncolytic	B-virus	B-virus
vesicular	I-virus	I-virus
stomatitis	I-virus	I-virus
virus	E-virus	I-virus
.	O	O
		
We	O	O
found	O	O
IFN-伪2a	O	O
significantly	O	O
less	O	O
protective	O	O
cancer	O	O
cells	O	O
IFN-尾	O	O
,	O	O
whereas	O	O
normal	O	O
cells	O	O
equivalently	O	O
protected	O	O
IFNs	O	O
.	O	O
		
These	O	O
results	O	O
suggest	O	O
therapeutic	O	O
standpoint	O	O
,	O	O
selectivity	O	O
cancer	O	O
versus	O	O
normal	O	O
cells	O	O
may	O	O
enhanced	O	O
pairing	O	O
VSV	B-virus	B-virus
IFN-伪2a	O	O
.	O	O
