token	BIEO	IOB2
Increases	O	O
incidence	O	O
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
(	O	O
OPSCC	O	O
)	O	O
countries	O	O
falling	O	O
tobacco	O	O
use	O	O
attributed	O	O
growing	O	O
role	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
carcinogenesis	O	O
.	O	O
		
Trends	O	O
HPV	B-virus	B-virus
prevalence	O	O
populations	O	O
persistently	O	O
high	O	O
portions	O	O
smokers	O	O
poorly	O	O
characterised	O	O
.	O	O
