token	BIEO	IOB2
Because	O	O
torque	B-virus	B-virus
teno	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
TTV	B-virus	B-virus
)	O	O
implicated	O	O
tumorigenesis	O	O
cocarcinogen	O	O
,	O	O
studied	O	O
TTV	B-virus	B-virus
prevalence	O	O
saliva	O	O
biopsy	O	O
samples	O	O
head	O	O
neck	O	O
cancer	O	O
(	O	O
HNCC	O	O
)	O	O
patients	O	O
,	O	O
patients	O	O
premalignant	O	O
lesions	O	O
oral	O	O
cancer	O	O
,	O	O
controls	O	O
.	O	O
		
We	O	O
also	O	O
wished	O	O
determine	O	O
TTV	B-virus	B-virus
genotypes	O	O
HNCC	O	O
patients	O	O
.	O	O
