token	BIEO	IOB2
We	O	O
explored	O	O
necessity	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
status-specific	O	O
biomarkers	O	O
patients	O	O
head	O	O
neck	O	O
cancer	O	O
identified	O	O
HPV	B-virus	B-virus
status-specific	O	O
gene	O	O
set	O	O
.	O	O
		
The	O	O
identified	O	O
gene	O	O
set	O	O
validated	O	O
external	O	O
microarray	O	O
datasets	O	O
.	O	O
		
For	O	O
purpose	O	O
,	O	O
used	O	O
4	O	O
microarray	O	O
datasets	O	O
obtained	O	O
public	O	O
database	O	O
.	O	O
		
One	O	O
dataset	O	O
used	O	O
identifying	O	O
HPV	B-virus	B-virus
status	O	O
specific	O	O
gene	O	O
set	O	O
,	O	O
datasets	O	O
used	O	O
validation	O	O
.	O	O
