token	BIEO	IOB2
Human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
causes	O	O
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
(	O	O
OPSCC	O	O
)	O	O
,	O	O
although	O	O
strongly	O	O
divergent	O	O
results	O	O
reported	O	O
regarding	O	O
prevalence	O	O
HPV16	B-virus	B-virus
different	O	O
countries	O	O
,	O	O
whether	O	O
represents	O	O
important	O	O
differences	O	O
etiology	O	O
remains	O	O
unclear	O	O
.	O	O
		
Applying	O	O
rigorous	O	O
protocols	O	O
sample	O	O
processing	O	O
,	O	O
centrally	O	O
evaluated	O	O
1,420	O	O
head	O	O
neck	O	O
tumors	O	O
(	O	O
533	O	O
oropharynx	O	O
,	O	O
395	O	O
oral	O	O
cavity	O	O
482	O	O
larynx	O	O
)	O	O
studies	O	O
conducted	O	O
US	O	O
,	O	O
Europe	O	O
Brazil	O	O
mucosal	O	O
HPV	B-virus	B-virus
DNA	O	O
p16	O	O
