token	BIEO	IOB2
The	O	O
majority	O	O
civil	O	O
research	O	O
studies	O	O
HPV-associated	B-virus	B-virus
head	O	O
neck	O	O
cancers	O	O
concentrated	O	O
clinical	O	O
studies	O	O
.	O	O
		
Thus	O	O
,	O	O
molecular	O	O
neuropathology	O	O
signaling	O	O
pathway	O	O
HPV	B-virus	B-virus
explored	O	O
future	O	O
advance	O	O
prognostic	O	O
methods	O	O
.	O	O
		
Moreover	O	O
,	O	O
perspective	O	O
view	O	O
therapeutic	O	O
vaccines	O	O
molecular-targeting	O	O
treatments	O	O
receive	O	O
close	O	O
attention	O	O
.	O	O
