token	BIEO	IOB2
A	O	O
case	O	O
note	O	O
review	O	O
performed	O	O
patients	O	O
undergoing	O	O
primary	O	O
surgery	O	O
oropharyngeal	O	O
cancer	O	O
single	O	O
centre	O	O
10-year	O	O
period	O	O
.	O	O
		
Human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
status	O	O
determined	O	O
via	O	O
dual	O	O
modality	O	O
testing	O	O
.	O	O
		
Associations	O	O
clinicopathological	O	O
variables	O	O
survival	O	O
identified	O	O
using	O	O
log-rank	O	O
test	O	O
.	O	O
