token	BIEO	IOB2
Currently	O	O
,	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
,	O	O
addition	O	O
tobacco	O	O
alcohol	O	O
,	O	O
considered	O	O
another	O	O
independent	O	O
risk	O	O
factor	O	O
oropharyngeal	O	O
squamous	O	O
head	O	O
neck	O	O
cancer	O	O
(	O	O
OPSCC	O	O
)	O	O
,	O	O
prevalence	O	O
HPV-16	B-virus	B-virus
increases	O	O
50-90	O	O
%	O	O
oropharynx	O	O
.	O	O
		
Also	O	O
,	O	O
incidence	O	O
mortality	O	O
head	O	O
neck	O	O
SCC	O	O
(	O	O
HNSCC	O	O
)	O	O
continue	O	O
higher	O	O
African	O	O
Americans	O	O
(	O	O
AA	O	O
)	O	O
Caucasian	O	O
Americans	O	O
(	O	O
CA	O	O
)	O	O
.	O	O
		
A	O	O
recent	O	O
study	O	O
found	O	O
poorer	O	O
survival	O	O
outcomes	O	O
AA	O	O
versus	O	O
CA	O	O
oropharyngeal	O	O
tumors	O	O
attributable	O	O
racial	O	O
differences	O	O
prevalence	O	O
HPV	B-virus	B-virus
positive	O	O
(	O	O
+	O	O
)	O	O
tumors	O	O
;	O	O
HPV	B-virus	B-virus
negative	O	O
(	O	O
-	O	O
)	O	O
AA	O	O
CA	O	O
patients	O	O
similar	O	O
outcomes	O	O
(	O	O
Settle	O	O
et	O	O
al.	O	O
,	O	O
Cancer	O	O
Prev	O	O
Res	O	O
(	O	O
Phila	O	O
)	O	O
2:776-781	O	O
,	O	O
2009	O	O
)	O	O
.	O	O
		
Evidence	O	O
indicates	O	O
HPV+	B-virus	B-virus
diagnosis	O	O
significant	O	O
prognostic	O	O
implications	O	O
;	O	O
patients	O	O
least	O	O
half	O	O
risk	O	O
death	O	O
compared	O	O
HPV-	B-virus	B-virus
patient	O	O
,	O	O
due	O	O
part	O	O
better	O	O
response	O	O
chemoradiotherapy	O	O
(	O	O
Fakhry	O	O
et	O	O
al.	O	O
,	O	O
J	O	O
Natl	O	O
Cancer	O	O
Inst	O	O
100:261-269	O	O
,	O	O
2008	O	O
)	O	O
.Epigenetic	O	O
events	O	O
promoter	O	O
hypermethylation	O	O
emerging	O	O
promising	O	O
molecular	O	O
strategies	O	O
cancer	O	O
detection	O	O
,	O	O
representing	O	O
tumor-specific	O	O
markers	O	O
occurring	O	O
early	O	O
tumor	O	O
progression	O	O
.	O	O
		
HPV	B-virus	B-virus
infection	O	O
recognized	O	O
play	O	O
role	O	O
pathogenesis	O	O
OPSCC	O	O
,	O	O
HPV+	B-virus	B-virus
HPV-	B-virus	B-virus
patients	O	O
appear	O	O
clinically	O	O
biologically	O	O
distinct	O	O
reported	O	O
genome-wide	O	O
hypomethylation	O	O
promoter	O	O
hypermethylation	O	O
HPV+	B-virus	B-virus
HNSCC	O	O
tumors	O	O
.	O	O
		
A	O	O
recent	O	O
study	O	O
group	O	O
applying	O	O
pathway	O	O
analysis	O	O
investigate	O	O
biological	O	O
role	O	O
differentially	O	O
methylated	O	O
genes	O	O
HPV+	B-virus	B-virus
HPV-	B-virus	B-virus
HNSCC	O	O
reported	O	O
8	O	O
signal	O	O
transduction	O	O
pathways	O	O
germane	O	O
HNSCC	O	O
(	O	O
Worsham	O	O
et	O	O
al.	O	O
,	O	O
Otolaryngol	O	O
Head	O	O
Neck	O	O
Surg	O	O
149:409-416	O	O
,	O	O
2013	O	O
)	O	O
.	O	O
