token	BIEO	IOB2
Head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
(	O	O
HNSCC	O	O
)	O	O
sixth	O	O
common	O	O
cancer	O	O
world	O	O
600,000	O	O
new	O	O
cases	O	O
diagnosed	O	O
annually	O	O
.	O	O
		
Tobacco	O	O
alcohol	O	O
use	O	O
associated	O	O
principal	O	O
etiological	O	O
factors	O	O
pathogenesis	O	O
.	O	O
		
The	O	O
incidence	O	O
smoking-associated	O	O
HNSCC	O	O
declined	O	O
,	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
#NAME?	O	O
HNSCC	O	O
rise	O	O
.	O	O
		
There	O	O
currently	O	O
clinically	O	O
validated	O	O
biomarkers	O	O
detect	O	O
cancer	O	O
early	O	O
stage	O	O
(	O	O
cancers	O	O
independent	O	O
HPV	B-virus	B-virus
status	O	O
)	O	O
.	O	O
		
It	O	O
well-established	O	O
aberrant	O	O
expression	O	O
miRNAs	O	O
lead	O	O
tumorigenesis	O	O
.	O	O
		
miRNA	O	O
expression	O	O
differences	O	O
also	O	O
demonstrated	O	O
HPV-positive	B-virus	B-virus
HPV-negative	B-virus	B-virus
HNSCC	O	O
tumor	O	O
tissues	O	O
well	O	O
body	O	O
fluids	O	O
.	O	O
		
Therefore	O	O
,	O	O
miRNAs	O	O
potential	O	O
provide	O	O
unprecedented	O	O
insight	O	O
pathogenesis	O	O
HNSCC	O	O
serve	O	O
potential	O	O
biomarkers	O	O
.	O	O
		
This	O	O
review	O	O
addresses	O	O
HNSCC	O	O
disease	O	O
burden	O	O
regulation	O	O
miRNA	O	O
HPV	B-virus	B-virus
viral	O	O
oncoproteins	O	O
,	O	O
potential	O	O
miRNA	O	O
biomarkers	O	O
future	O	O
perspectives	O	O
.	O	O
		
miRNA	O	O
provides	O	O
unique	O	O
opportunity	O	O
fulfill	O	O
current	O	O
clinical	O	O
challenge	O	O
HNSCC	O	O
patient	O	O
management	O	O
enabling	O	O
early	O	O
detection	O	O
followed	O	O
targeted	O	O
interventions	O	O
,	O	O
leading	O	O
significant	O	O
reduction	O	O
mortality	O	O
morbidity	O	O
.	O	O
