token	BIEO	IOB2
The	O	O
etiological	O	O
role	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
anogenital	O	O
tract	O	O
head	O	O
neck	O	O
cancers	O	O
well	O	O
established	O	O
.	O	O
		
However	O	O
,	O	O
low	O	O
percentage	O	O
HPV-positive	B-virus	B-virus
women	O	O
develop	O	O
cancer	O	O
,	O	O
indicating	O	O
HPV	B-virus	B-virus
necessary	O	O
sufficient	O	O
carcinogenesis	O	O
.	O	O
		
Several	O	O
biological	O	O
environmental	O	O
cofactors	O	O
implicated	O	O
development	O	O
HPV-associated	B-virus	B-virus
carcinoma	O	O
include	O	O
immune	O	O
status	O	O
,	O	O
hormonal	O	O
changes	O	O
,	O	O
parity	O	O
,	O	O
dietary	O	O
habits	O	O
,	O	O
tobacco	O	O
usage	O	O
,	O	O
co-infection	O	O
sexually	O	O
transmissible	O	O
agents	O	O
.	O	O
		
Such	O	O
cofactors	O	O
likely	O	O
contribute	O	O
HPV	B-virus	B-virus
persistent	O	O
infection	O	O
diverse	O	O
mechanisms	O	O
related	O	O
immune	O	O
control	O	O
,	O	O
efficiency	O	O
HPV	B-virus	B-virus
infection	O	O
,	O	O
influences	O	O
tumor	O	O
initiation	O	O
progression	O	O
.	O	O
		
Conversely	O	O
,	O	O
HPV	O	O
co-infection	O	O
factors	O	O
may	O	O
also	O	O
harbor	O	O
anti-tumor	O	O
effects	O	O
.	O	O
		
Here	O	O
,	O	O
review	O	O
epidemiological	O	O
experimental	O	O
studies	O	O
investigating	O	O
human	B-virus	B-virus
immunodeficiency	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HIV	B-virus	B-virus
)	O	O
,	O	O
herpes	B-virus	B-virus
simplex	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HSV	B-virus	B-virus
)	O	O
1	O	O
2	O	O
,	O	O
human	B-virus	B-virus
cytomegalovirus	E-virus	I-virus
(	O	O
HCMV	B-virus	B-virus
)	O	O
,	O	O
Epstein-Barr	B-virus	B-virus
virus	E-virus	I-virus
(	O	O
EBV	B-virus	B-virus
)	O	O
,	O	O
BK	B-virus	B-virus
virus	E-virus	I-virus
(	O	O
BKV	B-virus	B-virus
)	O	O
,	O	O
JC	B-virus	B-virus
virus	E-virus	I-virus
(	O	O
JCV	B-virus	B-virus
)	O	O
,	O	O
adeno-associated	B-virus	B-virus
virus	E-virus	I-virus
(	O	O
AAV	B-virus	B-virus
)	O	O
viral	O	O
cofactors	O	O
therapeutic	O	O
factors	O	O
development	O	O
genital	O	O
oral	O	O
HPV-associated	B-virus	B-virus
carcinomas	O	O
.	O	O
