token	BIEO	IOB2
Head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
(	O	O
HNSCC	O	O
)	O	O
sixth	O	O
common	O	O
cancer	O	O
annual	O	O
incidence	O	O
approximately	O	O
400,000	O	O
worldwide	O	O
.	O	O
		
Although	O	O
principal	O	O
risk	O	O
factors	O	O
head	O	O
neck	O	O
cancer	O	O
remain	O	O
tobacco	O	O
alcohol	O	O
use	O	O
,	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
recently	O	O
found	O	O
etiologically	O	O
associated	O	O
20	O	O
25	O	O
%	O	O
HNSCC	O	O
,	O	O
mostly	O	O
oropharynx	O	O
.	O	O
		
HPV	B-virus	B-virus
causes	O	O
human	O	O
cancers	O	O
expressing	O	O
two	O	O
viral	O	O
oncoproteins	O	O
,	O	O
E6	O	O
E7	O	O
.	O	O
		
These	O	O
oncoproteins	O	O
degrade	O	O
destabilize	O	O
two	O	O
major	O	O
tumor	O	O
suppressor	O	O
proteins	O	O
,	O	O
p53	O	O
pRb	O	O
,	O	O
ubiquitination	O	O
.	O	O
		
Additional	O	O
studies	O	O
shown	O	O
E6	O	O
E7	O	O
directly	O	O
bind	O	O
multiple	O	O
host	O	O
proteins	O	O
p53	O	O
pRb	O	O
(	O	O
e.g.	O	O
,	O	O
Bak	O	O
p21	O	O
(	O	O
Cip1	O	O
)	O	O
)	O	O
,	O	O
contributing	O	O
genetic	O	O
instability	O	O
.	O	O
		
However	O	O
,	O	O
expression	O	O
E6	O	O
E7	O	O
alone	O	O
sufficient	O	O
cellular	O	O
transformation	O	O
,	O	O
additional	O	O
genetic	O	O
alterations	O	O
necessary	O	O
malignant	O	O
progression	O	O
setting	O	O
virus-induced	B-virus	B-virus
genomic	O	O
instability	O	O
unknown	O	O
.	O	O
		
In	O	O
addition	O	O
etiological	O	O
differences	O	O
,	O	O
HPV-positive	B-virus	B-virus
cancers	O	O
clinically	O	O
distinct	O	O
compared	O	O
HPV-negative	B-virus	B-virus
cancers	O	O
regard	O	O
treatment	O	O
response	O	O
survival	O	O
outcome	O	O
,	O	O
tumor	O	O
HPV-positivity	B-virus	B-virus
favorable	O	O
prognostic	O	O
biomarker	O	O
.	O	O
		
Further	O	O
understanding	O	O
carcinogenesis	O	O
clinical	O	O
behavior	O	O
HPV-positive	B-virus	B-virus
cancers	O	O
improve	O	O
disease	O	O
prevention	O	O
,	O	O
patient	O	O
care	O	O
,	O	O
surveillance	O	O
strategies	O	O
HNSCC	O	O
patients	O	O
.	O	O
