token	BIEO	IOB2
This	O	O
article	O	O
discusses	O	O
risk	O	O
factors	O	O
,	O	O
incidence	O	O
trends	O	O
,	O	O
prognostic	O	O
considerations	O	O
head	O	O
neck	O	O
cancer	O	O
(	O	O
HNC	O	O
)	O	O
.	O	O
		
The	O	O
primary	O	O
causes	O	O
HNC	O	O
tobacco	O	O
alcohol	O	O
use	O	O
,	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
.	O	O
		
Tobacco-related	O	O
HNC	O	O
incidence	O	O
rates	O	O
decreasing	O	O
countries	O	O
tobacco	O	O
use	O	O
declined	O	O
.	O	O
		
HPV-HNC	B-virus	B-virus
,	O	O
occurs	O	O
primarily	O	O
oropharynx	O	O
associated	O	O
sexual	O	O
behaviors	O	O
,	O	O
increasing	O	O
past	O	O
several	O	O
decades	O	O
,	O	O
among	O	O
white	O	O
men	O	O
particular	O	O
.	O	O
		
The	O	O
prognosis	O	O
HNC	O	O
overall	O	O
improved	O	O
slightly	O	O
since	O	O
1990s	O	O
,	O	O
influenced	O	O
site	O	O
,	O	O
stage	O	O
,	O	O
HPV	B-virus	B-virus
status	O	O
.	O	O
		
Prognosis	O	O
HPV-HNC	B-virus	B-virus
significantly	O	O
better	O	O
HPV-negative	B-virus	B-virus
disease	O	O
.	O	O
