token	BIEO	IOB2
Lymphoepithelial-like	O	O
carcinomas	O	O
(	O	O
LELC	O	O
)	O	O
head	O	O
neck	O	O
represent	O	O
malignant	O	O
neoplasms	O	O
histologically	O	O
similar	O	O
nasopharyngeal	O	O
carcinoma	O	O
(	O	O
NPC	O	O
)	O	O
,	O	O
nonkeratinizing	O	O
undifferentiated	O	O
type	O	O
arise	O	O
locations	O	O
nasopharynx	 O	O
.	O	O
		
The	O	O
common	O	O
location	O	O
LELC	O	O
head	O	O
neck	O	O
salivary	O	O
glands	O	O
,	O	O
particular	O	O
parotid	O	O
gland	O	O
.	O	O
		
However	O	O
,	O	O
LELC	O	O
may	O	O
arise	O	O
sites	O	O
including	O	O
oropharynx	O	O
(	O	O
tonsils	O	O
,	O	O
base	O	O
tongue	O	O
)	O	O
,	O	O
sinonasal	O	O
tract	O	O
,	O	O
larynx	O	O
,	O	O
middle	O	O
ear/temporal	O	O
bone	O	O
.	O	O
		
Unlike	O	O
nonkeratinizing	O	O
undifferentiated	O	O
type	O	O
NPC	O	O
etiologically	O	O
linked	O	O
Epstein-Barr	B-virus	B-virus
virus	E-virus	I-virus
(	O	O
EBV	B-virus	B-virus
)	O	O
,	O	O
LELCs	O	O
uniformly	O	O
associated	O	O
EBV	B-virus	B-virus
.	O	O
		
The	O	O
differential	O	O
diagnosis	O	O
LELC	O	O
varies	O	O
per	O	O
site	O	O
depending	O	O
site	O	O
occurrence	O	O
may	O	O
include	O	O
lymphoepithelial	O	O
sialadenitis	O	O
,	O	O
sinonasal	O	O
undifferentiated	O	O
carcinoma	O	O
(	O	O
SNUC	O	O
)	O	O
,	O	O
large	O	O
cell	O	O
neuroendocrine	O	O
carcinoma	O	O
.	O	O
		
Treatment	O	O
general	O	O
includes	O	O
combined	O	O
(	O	O
multimodality	O	O
)	O	O
therapy	O	O
including	O	O
surgical	O	O
resection	O	O
,	O	O
neck	O	O
dissection	O	O
,	O	O
radiation	O	O
therapy	O	O
and/or	O	O
chemotherapy	O	O
.	O	O
		
The	O	O
prognosis	O	O
may	O	O
vary	O	O
per	O	O
site	O	O
overall	O	O
favorable	O	O
owing	O	O
good	O	O
response	O	O
therapy	O	O
.	O	O
