token	BIEO	IOB2
The	O	O
general	O	O
prevalence	O	O
HPV	B-virus	B-virus
34.05	O	O
%	O	O
among	O	O
civil	O	O
patients	O	O
head	O	O
neck	O	O
cancers	O	O
.	O	O
		
Our	O	O
analysis	O	O
different	O	O
clinical	O	O
pathological	O	O
indices	O	O
affect	O	O
HPV-associated	B-virus	B-virus
oral	O	O
squamous	O	O
cell	O	O
carcinomas	O	O
revealed	O	O
non-smoking	O	O
non-drinking	O	O
groups	O	O
higher	O	O
HPV	B-virus	B-virus
infection	O	O
rates	O	O
compared	O	O
smoking	O	O
(	O	O
P=0.002	O	O
)	O	O
drinking	O	O
(	O	O
P	O	O
<	O	O
0.005	O	O
)	O	O
groups	O	O
.	O	O
		
In	O	O
addition	O	O
,	O	O
N2-N3	O	O
stage	O	O
patients	O	O
higher	O	O
detectable	O	O
rates	O	O
N0-N1	O	O
stage	O	O
patients	O	O
(	O	O
P=0.027	O	O
)	O	O
.	O	O
