token	BIEO	IOB2
Approximately	O	O
1月9日	O	O
%	O	O
head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinomas	O	O
neck	O	O
metastases	O	O
clinically	O	O
undetectable	O	O
primary	O	O
tumors	O	O
.	O	O
		
Human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
Epstein-Barr	B-virus	B-virus
virus	E-virus	I-virus
(	O	O
EBV	B-virus	B-virus
)	O	O
proven	O	O
carcinogenic	O	O
factors	O	O
associated	O	O
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
nasopharyngeal	O	O
carcinoma	O	O
,	O	O
respectively	O	O
.	O	O
		
In	O	O
present	O	O
study	O	O
,	O	O
evaluated	O	O
prevalence	O	O
viruses	O	O
neck	O	O
metastases	O	O
unknown	O	O
primary	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
.	O	O
