token	BIEO	IOB2
Squamous	O	O
cell	O	O
carcinoma	O	O
head	O	O
neck	O	O
(	O	O
HNSCC	O	O
)	O	O
long	O	O
regarded	O	O
disease	O	O
entity	O	O
remarkable	O	O
incidence	O	O
worldwide	O	O
fairly	O	O
onerous	O	O
prognosis	O	O
;	O	O
thus	O	O
encouraging	O	O
research	O	O
factors	O	O
might	O	O
modify	O	O
disease	O	O
outcome	O	O
.	O	O
		
Squamous	O	O
cell	O	O
carcinomas	O	O
encompass	O	O
least	O	O
90	O	O
%	O	O
oral	O	O
malignancies	O	O
.	O	O
		
Several	O	O
factors	O	O
like	O	O
tobacco	O	O
tobacco-related	O	O
products	O	O
,	O	O
alcohol	O	O
,	O	O
genetic	O	O
predisposition	O	O
hormonal	O	O
factors	O	O
suspected	O	O
possible	O	O
causative	O	O
factors	O	O
.	O	O
		
Human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
,	O	O
causal	O	O
agent	O	O
cervical	O	O
cancer	O	O
also	O	O
appears	O	O
involved	O	O
aetiology	O	O
oral	O	O
oropharyngeal	O	O
cancer	O	O
.	O	O
		
HPVpositive	B-virus	B-virus
squamous	O	O
cell	O	O
carcinoma	O	O
(	O	O
SCC	O	O
)	O	O
seems	O	O
differ	O	O
HPV-negative	B-virus	B-virus
SCC	O	O
.	O	O
		
Many	O	O
questions	O	O
natural	O	O
history	O	O
oral	O	O
HPV	B-virus	B-virus
infection	O	O
remain	O	O
investigation	O	O
.	O	O
		
The	O	O
aim	O	O
review	O	O
highlight	O	O
current	O	O
understanding	O	O
HPV-associated	B-virus	B-virus
oral	O	O
cancer	O	O
emphasis	O	O
prognosis	O	O
,	O	O
detection	O	O
management	O	O
.	O	O
