token	BIEO	IOB2
HPV	B-virus	B-virus
status	O	O
cervical	O	O
lymph	O	O
node	O	O
metastases	O	O
correctly	O	O
classified	O	O
using	O	O
HC-2	O	O
assay	O	O
84	O	O
%	O	O
(	O	O
21/25	O	O
)	O	O
cases	O	O
.	O	O
		
Accuracy	O	O
improved	O	O
100	O	O
%	O	O
cytologic	O	O
evaluation	O	O
confirmed	O	O
presence	O	O
cancer	O	O
cells	O	O
test	O	O
samples	O	O
.	O	O
		
The	O	O
estimated	O	O
cost	O	O
savings	O	O
CMS	O	O
using	O	O
HC-2	O	O
assay	O	O
ranged	O	O
$	O	O
113.74	O	O
$	O	O
364.63	O	O
per	O	O
patient	O	O
.	O	O
