token	BIEO	IOB2
The	O	O
future	O	O
outlook	O	O
regarding	O	O
current	O	O
Zika	B-virus	B-virus
virus	E-virus	I-virus
outbreak	O	O
Americas	O	O
remains	O	O
uncertain	O	O
.	O	O
		
What	O	O
certain	O	O
need	O	O
promptly	O	O
efficiently	O	O
address	O	O
research	O	O
gaps	O	O
understanding	O	O
clinical	O	O
outcomes	O	O
infection	O	O
environmental	O	O
factors	O	O
influence	O	O
emergence	O	O
meanwhile	O	O
improving	O	O
diagnostic	O	O
,	O	O
therapeutic	O	O
,	O	O
preventive	O	O
measures	O	O
disease	O	O
.	O	O
