token	BIEO	IOB2
One	O	O
hundred	O	O
eighty-three	O	O
patients	O	O
included	O	O
mean	O	O
follow-up	O	O
38	O	O
months	O	O
.	O	O
		
In	O	O
univariate	O	O
analysis	O	O
,	O	O
following	O	O
variables	O	O
statistically	O	O
significant	O	O
association	O	O
treatment	O	O
failure	O	O
:	O	O
solid-versus-cystic	O	O
lymph	O	O
nodes	O	O
,	O	O
clinical	O	O
T-stage	O	O
,	O	O
clinical	O	O
N-stage	O	O
,	O	O
radiologic	O	O
evidence	O	O
extracapsular	O	O
spread	O	O
.	O	O
		
The	O	O
multivariate	O	O
Cox	O	O
proportional	O	O
hazard	O	O
model	O	O
resulted	O	O
model	O	O
included	O	O
solid-versus-cystic	O	O
lymph	O	O
nodes	O	O
,	O	O
T-stage	O	O
,	O	O
radiologic	O	O
evidence	O	O
extracapsular	O	O
spread	O	O
independent	O	O
predictors	O	O
treatment	O	O
failure	O	O
.	O	O
		
Patients	O	O
cystic	O	O
nodal	O	O
metastasis	O	O
staging	O	O
significantly	O	O
better	O	O
disease-free	O	O
survival	O	O
patients	O	O
solid	O	O
lymph	O	O
nodes	O	O
.	O	O
