token	BIEO	IOB2
DNA	O	O
isolated	O	O
84	O	O
SGTs	O	O
(	O	O
80	O	O
parotid	O	O
tumors	O	O
4	O	O
submandibular	O	O
gland	O	O
tumors	O	O
)	O	O
28	O	O
normal	O	O
salivary	O	O
tissue	O	O
samples	O	O
85	O	O
patients	O	O
Northeast	O	O
Italy	O	O
.	O	O
		
Using	O	O
highly	O	O
sensitive	O	O
type-specific	O	O
multiplex	O	O
genotyping	O	O
assay	O	O
,	O	O
analyzed	O	O
samples	O	O
presence	O	O
DNA	O	O
62	O	O
different	O	O
viruses	B-virus	B-virus
including	O	O
47	O	O
papillomaviruses	B-virus	B-virus
,	O	O
10	O	O
polyomaviruses	B-virus	B-virus
,	O	O
5	O	O
herpesviruses	B-virus	B-virus
.	O	O
