token	BIEO	IOB2
Over	O	O
last	O	O
two	O	O
decades	O	O
,	O	O
recognized	O	O
head	O	O
neck	O	O
cancers	O	O
,	O	O
primarily	O	O
oropharynx	O	O
,	O	O
distinct	O	O
entity	O	O
causally	O	O
related	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
.	O	O
		
Fakhry	O	O
et	O	O
al	O	O
.	O	O
		
established	O	O
2008	O	O
tumors	O	O
strikingly	O	O
better	O	O
prognosis	O	O
improved	O	O
responsiveness	O	O
chemotherapy	O	O
well	O	O
chemoradiotherapy	O	O
favorable	O	O
survival	O	O
rates	O	O
.	O	O
		
Since	O	O
,	O	O
new	O	O
studies	O	O
contributed	O	O
increased	O	O
understanding	O	O
new	O	O
entity	O	O
,	O	O
ranging	O	O
detailed	O	O
understanding	O	O
genetic	O	O
fingerprint	O	O
risk	O	O
modifiers	O	O
smoking	O	O
successful	O	O
early	O	O
attempts	O	O
personalize	O	O
therapy	O	O
de-escalation	O	O
definitive	O	O
intent	O	O
treatment	O	O
setting	O	O
specific	O	O
evaluation	O	O
targeted	O	O
therapies	O	O
patient	O	O
population	O	O
.	O	O
		
This	O	O
Commentary	O	O
seeks	O	O
summarize	O	O
state	O	O
art	O	O
understanding	O	O
HPV-associated	B-virus	B-virus
head	O	O
neck	O	O
cancers	O	O
emerged	O	O
since	O	O
publication	O	O
seminal	O	O
findings	O	O
Fakhry	O	O
et	O	O
al	O	O
.	O	O
