token	BIEO	IOB2
TTV	B-virus	B-virus
prevalence	O	O
higher	O	O
HNCC	O	O
patients	O	O
(	O	O
saliva	O	O
:	O	O
27/71	O	O
,	O	O
38	O	O
%	O	O
;	O	O
tumor	O	O
biopsy	O	O
:	O	O
22/74	O	O
,	O	O
30	O	O
%	O	O
)	O	O
controls	O	O
(	O	O
saliva	O	O
:	O	O
8/56	O	O
,	O	O
14	O	O
%	O	O
;	O	O
oral	O	O
mucosa	O	O
:	O	O
1月19日	O	O
,	O	O
5	O	O
%	O	O
)	O	O
.	O	O
		
TTV	B-virus	B-virus
prevalence	O	O
also	O	O
high	O	O
patients	O	O
premalignant	O	O
lesions	O	O
oral	O	O
carcinoma	O	O
(	O	O
saliva	O	O
:	O	O
9月18日	O	O
,	O	O
50	O	O
%	O	O
;	O	O
biopsy	O	O
:	O	O
5月21日	O	O
,	O	O
24	O	O
%	O	O
)	O	O
.	O	O
		
By	O	O
phylogenetic	O	O
analysis	O	O
,	O	O
TTV	B-virus	B-virus
belonging	O	O
mostly	O	O
genotypes	O	O
1	O	O
2	O	O
found	O	O
HNCC	O	O
patients	O	O
.	O	O
		
In	O	O
cases	O	O
,	O	O
identical	O	O
TTV	B-virus	B-virus
strains	O	O
present	O	O
biopsy	O	O
salivary	O	O
sample	O	O
HNCC	O	O
patient	O	O
.	O	O
		
In	O	O
addition	O	O
,	O	O
TTV	B-virus	B-virus
strain	O	O
detected	O	O
2	O	O
laryngeal	O	O
carcinoma	O	O
biopsies	O	O
obtained	O	O
2	O	O
independent	O	O
patients	O	O
.	O	O
