token	BIEO	IOB2
A	O	O
subset	O	O
head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
,	O	O
mainly	O	O
arise	O	O
crypt	O	O
epithelium	O	O
palatine	O	O
lingual	O	O
tonsils	O	O
,	O	O
may	O	O
caused	O	O
high-risk	B-virus	B-virus
human	I-virus	I-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
infections	O	O
.	O	O
		
This	O	O
topographical	O	O
restriction	O	O
together	O	O
overlapping	O	O
clinical	O	O
features	O	O
led	O	O
investigators	O	O
suspect	O	O
HPV	B-virus	B-virus
plays	O	O
role	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
unknown	O	O
primary	O	O
(	O	O
SCCUP	O	O
)	O	O
site	O	O
metastatic	O	O
neck	O	O
lymph	O	O
nodes	O	O
.	O	O
		
We	O	O
performed	O	O
systematic	O	O
review	O	O
articles	O	O
listed	O	O
PubMed	O	O
identify	O	O
studies	O	O
testing	O	O
HPV	B-virus	B-virus
and/or	O	O
p16	O	O
(	O	O
INK4a	O	O
)	O	O
status	O	O
(	O	O
p16	O	O
)	O	O
tissue	O	O
samples	O	O
initial	O	O
definitive	O	O
SCCUP	O	O
.	O	O
		
The	O	O
prevalence	O	O
HPV-related	B-virus	B-virus
(	O	O
HPV	B-virus	B-virus
DNA-positive	O	O
and/or	O	O
p16	O	O
positive	O	O
)	O	O
SCCUP	O	O
calculated	O	O
SCCUP	O	O
,	O	O
initial	O	O
SCCUP	O	O
,	O	O
suspected	O	O
definitive	O	O
SCCUP	O	O
,	O	O
TRUE	O	O
definitive	O	O
SCCUP	O	O
whenever	O	O
minimum	O	O
10	O	O
cases	O	O
category	O	O
identified	O	O
.	O	O
		
In	O	O
addition	O	O
,	O	O
data	O	O
concerning	O	O
patients	O	O
'	O	O
diagnostic	O	O
work-up	O	O
,	O	O
HPV	B-virus	B-virus
detection	O	O
methods	O	O
,	O	O
correlations	O	O
HPV-status	B-virus	B-virus
,	O	O
localization	O	O
occult	O	O
primary	O	O
tumor	O	O
,	O	O
clinical	O	O
outcome	O	O
also	O	O
extracted	O	O
.	O	O
		
Eighteen	O	O
retrospective	O	O
cohort	O	O
studies	O	O
,	O	O
assessing	O	O
total	O	O
659	O	O
patients	O	O
,	O	O
met	O	O
inclusion	O	O
criteria	O	O
.	O	O
		
The	O	O
overall	O	O
median	O	O
prevalences	O	O
HPV-DNA	B-virus	B-virus
(	O	O
pos	O	O
)	O	O
,	O	O
p16	O	O
(	O	O
pos	O	O
)	O	O
,	O	O
positivity	O	O
HPV	B-virus	B-virus
markers	O	O
,	O	O
respectively	O	O
,	O	O
37	O	O
,	O	O
48.5	O	O
,	O	O
36	O	O
%	O	O
.	O	O
		
Patients	O	O
diagnosis	O	O
initial	O	O
SCCUP	O	O
overall	O	O
median	O	O
prevalences	O	O
HPV-DNA	B-virus	B-virus
(	O	O
pos	O	O
)	O	O
,	O	O
p16	O	O
(	O	O
pos	O	O
)	O	O
,	O	O
positivity	O	O
HPV	B-virus	B-virus
markers	O	O
,	O	O
respectively	O	O
,	O	O
81.8	O	O
,	O	O
86.2	O	O
,	O	O
80.8	O	O
%	O	O
.	O	O
		
The	O	O
data	O	O
uncovered	O	O
systematic	O	O
review	O	O
confirm	O	O
SCCUP	O	O
frequently	O	O
causally	O	O
associated	O	O
HPV-driven	B-virus	B-virus
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinomas	O	O
.	O	O
		
This	O	O
finding	O	O
supports	O	O
view	O	O
HPV-status	B-virus	B-virus
could	O	O
routinely	O	O
assessed	O	O
SCCUP	O	O
patients	O	O
may	O	O
lead	O	O
identifying	O	O
primary	O	O
tumor	O	O
decision	O	O
de-escalate	O	O
treatment	O	O
.	O	O
