token	BIEO	IOB2
Patients	O	O
HPV-associated	B-virus	B-virus
head	O	O
neck	O	O
second	O	O
primary	O	O
tumors	O	O
3	O	O
centers	O	O
identified	O	O
.	O	O
		
HPV	B-virus	B-virus
infection	O	O
evaluated	O	O
using	O	O
p16	O	O
immunohistochemistry	O	O
(	O	O
IHC	O	O
)	O	O
,	O	O
high-risk	O	O
HPV	B-virus	B-virus
DNA	O	O
situ	O	O
hybridization	O	O
(	O	O
ISH	O	O
)	O	O
,	O	O
HPV	B-virus	B-virus
genotyping	O	O
DNA	O	O
polymerase	O	O
chain	O	O
reaction	O	O
(	O	O
PCR	O	O
)	O	O
enzyme	O	O
immunoassay	O	O
(	O	O
EIA	O	O
)	O	O
.	O	O
