token	BIEO	IOB2
This	O	O
review	O	O
examines	O	O
general	O	O
cellular	O	O
molecular	O	O
underpinnings	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
#NAME?	O	O
carcinogenesis	O	O
context	O	O
head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
(	O	O
HNSCC	O	O
)	O	O
focuses	O	O
HPV-positive	B-virus	B-virus
oropharyngeal	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
areas	O	O
specific	O	O
data	O	O
available	O	O
.	O	O
		
It	O	O
covers	O	O
major	O	O
pathways	O	O
dysregulated	O	O
HPV-positive	B-virus	B-virus
HNSCC	O	O
genome-wide	O	O
changes	O	O
associated	O	O
disease	O	O
.	O	O
