token	BIEO	IOB2
Human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
accounts	O	O
common	O	O
cause	O	O
virus-associated	O	O
human	O	O
cancers	O	O
.	O	O
		
Here	O	O
,	O	O
describe	O	O
first	O	O
graphic	O	O
user	O	O
interface	O	O
(	O	O
GUI	O	O
)	O	O
#NAME?	O	O
automated	O	O
tool	O	O
'HPVDetector	B-virus	B-virus
'	O	O
,	O	O
non-computational	O	O
biologists	O	O
,	O	O
exclusively	O	O
detection	O	O
annotation	O	O
HPV	B-virus	B-virus
genome	O	O
based	O	O
next-generation	O	O
sequencing	O	O
data	O	O
sets	O	O
.	O	O
