token	BIEO	IOB2
Increased	O	O
awareness	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
etiological	O	O
cause	O	O
head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
increased	O	O
interest	O	O
analysis	O	O
distinct	O	O
oral	O	O
sub-sites	O	O
.	O	O
		
It	O	O
currently	O	O
debate	O	O
,	O	O
whether	O	O
HPV	B-virus	B-virus
plays	O	O
role	O	O
development	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
oral	O	O
cavity	O	O
(	O	O
OSCC	O	O
)	O	O
.	O	O
		
The	O	O
weakness	O	O
published	O	O
studies	O	O
lack	O	O
performing	O	O
different	O	O
HPV	B-virus	B-virus
detection	O	O
tests	O	O
combined	O	O
analysis	O	O
biological	O	O
activity	O	O
virus	B-virus	B-virus
.	O	O
		
In	O	O
addition	O	O
,	O	O
different	O	O
sub-sites	O	O
oral	O	O
cavity	O	O
combined	O	O
single	O	O
entity	O	O
,	O	O
retrospectively	O	O
leads	O	O
highly	O	O
heterogeneous	O	O
basis	O	O
data	O	O
.	O	O
		
In	O	O
review	O	O
mainly	O	O
discuss	O	O
unclear	O	O
role	O	O
HPV	B-virus	B-virus
OSCC	O	O
development	O	O
.	O	O
