token	BIEO	IOB2
Nasopharyngeal	O	O
carcinoma	O	O
uncommon	O	O
United	O	O
States	O	O
,	O	O
0.2	O	O
0.5	O	O
cases	O	O
per	O	O
100,00	O	O
people	O	O
;	O	O
contrast	O	O
southern	O	O
China	O	O
Hong	O	O
Kong	O	O
,	O	O
incidence	O	O
25	O	O
50	O	O
per	O	O
100,000	O	O
people	O	O
.	O	O
		
There	O	O
potential	O	O
link	O	O
Epstein-Barr	B-virus	B-virus
virus	E-virus	I-virus
development	O	O
nasopharyngeal	O	O
carcinoma	O	O
.	O	O
		
Radiotherapy	O	O
alone	O	O
single	O	O
modality	O	O
leads	O	O
similar	O	O
10-year	O	O
survival	O	O
rates	O	O
United	O	O
States	O	O
,	O	O
Denmark	O	O
,	O	O
Hong	O	O
Kong	O	O
(	O	O
34	O	O
%	O	O
,	O	O
37	O	O
%	O	O
,	O	O
43	O	O
%	O	O
,	O	O
respectively	O	O
)	O	O
.	O	O
		
Multiple	O	O
studies	O	O
shown	O	O
advantage	O	O
concurrent	O	O
chemoradiation	O	O
treatment	O	O
advanced	O	O
disease	O	O
.	O	O
		
Radiation	O	O
therapy	O	O
remains	O	O
mainstay	O	O
salvage	O	O
therapy	O	O
,	O	O
modern	O	O
techniques	O	O
allowed	O	O
clinicians	O	O
achieve	O	O
adequate	O	O
local	O	O
control	O	O
without	O	O
excessive	O	O
toxicity	O	O
.	O	O
