token	BIEO	IOB2
Paraffin-embedded	O	O
tumor	O	O
specimens	O	O
available	O	O
59	O	O
patients	O	O
NPC	O	O
diagnosed	O	O
1996	O	O
2015	O	O
.	O	O
		
We	O	O
detected	O	O
virus	B-virus	B-virus
status	O	O
p16	O	O
immunohistochemistry	O	O
,	O	O
HPV	B-virus	B-virus
PCR	O	O
,	O	O
situ	O	O
hybridization	O	O
Epstein-Barr	B-virus	B-virus
virus	E-virus	I-virus
(	O	O
EBV	B-virus	B-virus
)	O	O
#NAME?	O	O
RNA	O	O
.	O	O
		
Kaplan-Meier	O	O
curves	O	O
used	O	O
compare	O	O
overall	O	O
survival	O	O
viral	O	O
status	O	O
.	O	O
