token	BIEO	IOB2
Oncolytic	O	O
viral	O	O
therapy	O	O
represents	O	O
promising	O	O
strategy	O	O
treatment	O	O
head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinoma	O	O
(	O	O
HNSCC	O	O
)	O	O
,	O	O
dl1520	O	O
(	O	O
ONYX-015	O	O
)	O	O
widely	O	O
used	O	O
oncolytic	O	O
adenovirus	O	O
clinical	O	O
trials	O	O
.	O	O
		
This	O	O
study	O	O
aimed	O	O
determine	O	O
effectiveness	O	O
Lister	O	O
vaccine	O	O
strain	O	O
vaccinia	B-virus	B-virus
virus	E-virus	I-virus
well	O	O
vaccinia	B-virus	B-virus
virus	E-virus	I-virus
armed	O	O
endostatin-angiostatin	O	O
fusion	O	O
gene	O	O
(	O	O
VVhEA	O	O
)	O	O
novel	O	O
therapy	O	O
HNSCC	O	O
compare	O	O
dl1520	O	O
.	O	O
		
The	O	O
potency	O	O
replication	O	O
Lister	O	O
strain	O	O
VVhEA	O	O
expression	O	O
function	O	O
fusion	O	O
protein	O	O
determined	O	O
human	O	O
HNSCC	O	O
cells	O	O
vitro	O	O
vivo	O	O
.	O	O
		
Finally	O	O
,	O	O
efficacy	O	O
VVhEA	O	O
compared	O	O
dl1520	O	O
vivo	O	O
human	O	O
HNSCC	O	O
model	O	O
.	O	O
		
The	O	O
Lister	O	O
vaccine	O	O
strain	O	O
vaccinia	B-virus	B-virus
virus	E-virus	I-virus
effective	O	O
adenovirus	O	O
HNSCC	O	O
cell	O	O
lines	O	O
tested	O	O
vitro	O	O
.	O	O
		
Although	O	O
potency	O	O
VVhEA	O	O
attenuated	O	O
vitro	O	O
,	O	O
expression	O	O
function	O	O
endostatin-angiostatin	O	O
fusion	O	O
protein	O	O
confirmed	O	O
HNSCC	O	O
models	O	O
vitro	O	O
vivo	O	O
.	O	O
		
This	O	O
novel	O	O
vaccinia	B-virus	B-virus
virus	E-virus	I-virus
(	O	O
VVhEA	O	O
)	O	O
demonstrated	O	O
superior	O	O
antitumor	O	O
potency	O	O
vivo	O	O
compared	O	O
dl1520	O	O
control	O	O
vaccinia	B-virus	B-virus
virus	E-virus	I-virus
.	O	O
		
This	O	O
study	O	O
suggests	O	O
Lister	O	O
strain	O	O
vaccinia	B-virus	B-virus
virus	E-virus	I-virus
armed	O	O
endostatin-angiostatin	O	O
fusion	O	O
gene	O	O
may	O	O
potential	O	O
therapeutic	O	O
agent	O	O
HNSCC	O	O
.	O	O
