token	BIEO	IOB2
The	O	O
significant	O	O
increase	O	O
human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
#NAME?	O	O
oropharyngeal	O	O
carcinoma	O	O
(	O	O
OPC	O	O
)	O	O
recent	O	O
years	O	O
lead	O	O
surge	O	O
research	O	O
improved	O	O
understanding	O	O
disease	O	O
.	O	O
		
Most	O	O
patients	O	O
HPV-associated	B-virus	B-virus
OPC	O	O
present	O	O
cystic	O	O
nodal	O	O
metastases	O	O
small	O	O
primary	O	O
tumour	O	O
,	O	O
respond	O	O
well	O	O
treatment	O	O
modalities	O	O
including	O	O
primary	O	O
surgery	O	O
primary	O	O
chemoradiotherapy	O	O
.	O	O
		
Current	O	O
research	O	O
evaluating	O	O
treatment	O	O
de-escalation	O	O
reduce	O	O
long-term	O	O
treatment-associated	O	O
morbidities	O	O
.	O	O
		
Transoral	O	O
robotic	O	O
surgery	O	O
(	O	O
TORS	O	O
)	O	O
particularly	O	O
relevant	O	O
transoral	O	O
approach	O	O
allows	O	O
small	O	O
primary	O	O
tumours	O	O
removed	O	O
lower	O	O
morbidity	O	O
traditional	O	O
surgical	O	O
approaches	O	O
.	O	O
		
The	O	O
current	O	O
American	O	O
Joint	O	O
Committee	O	O
Cancer	O	O
staging	O	O
system	O	O
oropharyngeal	O	O
cancer	O	O
appropriately	O	O
stratify	O	O
HPV-associated	B-virus	B-virus
OPC	O	O
;	O	O
hence	O	O
,	O	O
alternative	O	O
risk	O	O
stratification	O	O
staging	O	O
classifications	O	O
proposed	O	O
.	O	O
