token	BIEO	IOB2
Human	B-virus	B-virus
papilloma	I-virus	I-virus
virus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
postulated	O	O
risk	O	O
factor	O	O
etiology	O	O
specific	O	O
mucosal	O	O
pathologies	O	O
head	O	O
neck	O	O
regions	O	O
.	O	O
		
Despite	O	O
frequent	O	O
use	O	O
p16	O	O
(	O	O
INK4a	O	O
)	O	O
surrogate	O	O
marker	O	O
HPV-infection	B-virus	B-virus
,	O	O
still	O	O
controversy	O	O
respect	O	O
reliability	O	O
.	O	O
		
This	O	O
study	O	O
undertaken	O	O
assess	O	O
potential	O	O
role	O	O
p16	O	O
(	O	O
INK	O	O
4a	O	O
)	O	O
Ki-67	O	O
expression	O	O
HPV-related	B-virus	B-virus
lesions	O	O
.	O	O
		
The	O	O
study	O	O
conducted	O	O
71	O	O
specimens	O	O
oral	O	O
,	O	O
tonsillar	O	O
laryngeal	O	O
lesions	O	O
comprised	O	O
25	O	O
dysplasia	O	O
46	O	O
papilloma	O	O
specimens	O	O
.	O	O
		
Specimens	O	O
immunohistochemically	O	O
stained	O	O
p16	O	O
(	O	O
INK4A	O	O
)	O	O
Ki-67	O	O
proteins	O	O
.	O	O
		
HPV	B-virus	B-virus
DNA	O	O
determined	O	O
one	O	O
step	O	O
multiplex	O	O
polymerase	O	O
chain	O	O
reaction	O	O
.	O	O
		
HPV	B-virus	B-virus
DNA	O	O
detected	O	O
33.8	O	O
%	O	O
lesions	O	O
.	O	O
		
Tonsil	O	O
larynx	O	O
lesions	O	O
showed	O	O
significant	O	O
differences	O	O
oral	O	O
lesions	O	O
HPV	B-virus	B-virus
positivity	O	O
(	O	O
p	O	O
<	O	O
0.001	O	O
)	O	O
.	O	O
		
p16	O	O
(	O	O
INK	O	O
4a	O	O
)	O	O
over-expression	O	O
seen	O	O
56.5	O	O
%	O	O
papilloma	O	O
60	O	O
%	O	O
dysplasia	O	O
specimens	O	O
.	O	O
		
HPV	B-virus	B-virus
status	O	O
showed	O	O
positive	O	O
correlation	O	O
p16	O	O
(	O	O
INK	O	O
4a	O	O
)	O	O
expression	O	O
tonsillar	O	O
dysplasias	O	O
(	O	O
p	O	O
<	O	O
0.001	O	O
)	O	O
.	O	O
		
p16	O	O
(	O	O
INK	O	O
4a	O	O
)	O	O
expression	O	O
may	O	O
value	O	O
marker	O	O
high	O	O
risk	O	O
HPV	B-virus	B-virus
induced	O	O
dysplasias	O	O
,	O	O
low	O	O
risk	O	O
infected	O	O
lesions	O	O
.	O	O
		
The	O	O
proliferation	O	O
index	O	O
related	O	O
HPV-induced	B-virus	B-virus
lesions	O	O
may	O	O
evaluated	O	O
independent	O	O
marker	O	O
head	O	O
neck	O	O
premalignant	O	O
lesions	O	O
.	O	O
