token	BIEO	IOB2
Smoking	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
distinct	O	O
risk	O	O
factors	O	O
head	O	O
neck	O	O
cancer	O	O
,	O	O
nature	O	O
interaction	O	O
2	O	O
risk	O	O
factors	O	O
development	O	O
head	O	O
neck	O	O
cancer	O	O
remains	O	O
unclear	O	O
.	O	O
		
The	O	O
purpose	O	O
review	O	O
determine	O	O
potential	O	O
effect	O	O
smoking	O	O
causation	O	O
HPV-related	B-virus	B-virus
head	O	O
neck	O	O
carcinoma	O	O
.	O	O
