token	BIEO	IOB2
Head	O	O
neck	O	O
squamous	O	O
cell	O	O
carcinomas	O	O
(	O	O
HNSCC	O	O
)	O	O
sixth	O	O
common	O	O
malignancy	O	O
globally	O	O
,	O	O
increasing	O	O
proportion	O	O
oropharyngeal	O	O
HNSCCs	O	O
associated	O	O
human	B-virus	B-virus
papillomavirus	E-virus	I-virus
(	O	O
HPV	B-virus	B-virus
)	O	O
.	O	O
		
Patients	O	O
HPV-associated	B-virus	B-virus
tumours	O	O
markedly	O	O
improved	O	O
overall	O	O
disease-specific	O	O
survival	O	O
compared	O	O
HPV-negative	B-virus	B-virus
counterparts	O	O
treated	O	O
chemoradiation	O	O
.	O	O
		
Although	O	O
difference	O	O
outcomes	O	O
two	O	O
groups	O	O
clearly	O	O
established	O	O
,	O	O
mechanism	O	O
underlying	O	O
differences	O	O
remains	O	O
area	O	O
investigation	O	O
.	O	O
		
Data	O	O
preclinical	O	O
,	O	O
clinical	O	O
genomics	O	O
studies	O	O
started	O	O
suggest	O	O
increase	O	O
radio-sensitivity	O	O
HPV-positive	B-virus	B-virus
HNSCC	O	O
may	O	O
responsible	O	O
improved	O	O
outcomes	O	O
,	O	O
putative	O	O
mechanisms	O	O
review	O	O
.	O	O
		
The	O	O
Cancer	O	O
Genome	O	O
Atlas	O	O
others	O	O
recently	O	O
documented	O	O
multitude	O	O
molecular	O	O
differences	O	O
HPV-positive	B-virus	B-virus
HPV-negative	B-virus	B-virus
tumours	O	O
.	O	O
		
Preclinical	O	O
investigations	O	O
multiple	O	O
groups	O	O
explored	O	O
possible	O	O
mechanisms	O	O
increased	O	O
sensitivity	O	O
therapy	O	O
,	O	O
including	O	O
examining	O	O
differences	O	O
DNA	O	O
repair	O	O
,	O	O
hypoxia	O	O
immune	O	O
response	O	O
.	O	O
		
In	O	O
addition	O	O
differences	O	O
response	O	O
therapy	O	O
,	O	O
groups	O	O
started	O	O
investigate	O	O
phenotypic	O	O
differences	O	O
two	O	O
diseases	O	O
,	O	O
tumour	O	O
invasiveness	O	O
.	O	O
		
Finally	O	O
,	O	O
conclude	O	O
brief	O	O
review	O	O
ongoing	O	O
clinical	O	O
trials	O	O
attempting	O	O
de-escalate	O	O
treatment	O	O
minimise	O	O
long-term	O	O
toxicity	O	O
maintaining	O	O
cure	O	O
rates	O	O
.	O	O
		
New	O	O
insights	O	O
preclinical	O	O
genomic	O	O
studies	O	O
may	O	O
eventually	O	O
lead	O	O
personalised	O	O
treatment	O	O
paradigms	O	O
HPV-positive	B-virus	B-virus
patients	O	O
.	O	O
